Account No,DATE,TRANSACTION DETAILS,VALUE DATE,BALANCE AMT,AMOUNT,TYPE,CATEGORY
KZ67269719619,2024-12-09,YANDEX GO RIDE,2024-12-09,-19533263.58,-1597.42,DEBIT,Transport
KZ67269719619,2024-12-09,FREEDOM FINANCE EMI,2024-12-09,-19035603.01,-43782.0,DEBIT,Loan & Finance
KZ67269719619,2024-12-09,CHOCOFOOD ORDER,2024-12-09,-19059148.12,-10685.69,DEBIT,Food & Dining
KZ67269719619,2024-12-10,KCELL PAYMENT,2024-12-10,-18103779.17,-5226.29,DEBIT,Utilities
KZ67269719619,2024-12-10,TECHNODOM KZ,2024-12-10,-18412976.66,-79911.37,DEBIT,Shopping
KZ67269719619,2024-12-10,KFC ALMATY,2024-12-10,-19227430.72,-8459.86,DEBIT,Food & Dining
KZ67269719619,2024-12-11,INSURANCE PAYMENT,2024-12-11,-20146174.78,-6085.14,DEBIT,Loan & Finance
KZ67269719619,2024-12-12,METRO CASH AND CARRY,2024-12-12,-19316192.93,-49828.04,DEBIT,Shopping
KZ67269719619,2024-12-12,MCDONALDS ALMATY,2024-12-12,-19910880.63,-2970.51,DEBIT,Food & Dining
KZ67269719619,2024-12-12,GLOVO*ORDER,2024-12-12,-19864166.21,-8694.51,DEBIT,Food & Dining
KZ67269719619,2024-12-12,YANDEX GO RIDE,2024-12-12,-19039285.93,-3682.92,DEBIT,Transport
KZ67269719619,2024-12-14,АЗС SINOOIL FUEL,2024-12-14,-17921328.75,-18641.68,DEBIT,Transport
KZ67269719619,2024-12-14,KAZAKHTELECOM INTERNET,2024-12-14,-18098552.88,-6815.37,DEBIT,Utilities
KZ67269719619,2024-12-15,BURGER KING KZ,2024-12-15,-18303716.31,-6557.0,DEBIT,Food & Dining
KZ67269719619,2024-12-15,MCDONALDS ALMATY,2024-12-15,-18512305.76,-4111.2,DEBIT,Food & Dining
KZ67269719619,2024-12-16,CHOCOFOOD ORDER,2024-12-16,-20140089.63,-6761.28,DEBIT,Food & Dining
KZ67269719619,2024-12-16,KTZ RAILWAY TICKET,2024-12-16,-19682419.82,-22300.62,DEBIT,Transport
KZ67269719619,2024-12-17,KCELL PAYMENT,2024-12-17,-19250948.68,-4687.47,DEBIT,Utilities
KZ67269719619,2024-12-17,HALYK FINANCE LOAN,2024-12-17,-20133328.36,-57830.12,DEBIT,Loan & Finance
KZ67269719619,2024-12-17,TECHNODOM KZ,2024-12-17,-19766816.62,-79911.37,DEBIT,Shopping
KZ67269719619,2024-12-17,MAGNUM SUPERMARKET,2024-12-17,-18630541.36,-28626.32,DEBIT,Shopping
KZ67269719619,2024-12-18,WOLT DELIVERY,2024-12-18,-19629096.85,-11276.27,DEBIT,Food & Dining
KZ67269719619,2024-12-18,АЗС SINOOIL FUEL,2024-12-18,-18333065.29,-17482.06,DEBIT,Transport
KZ67269719619,2024-12-18,INDRIVE TRIP,2024-12-18,-18469729.08,-2080.42,DEBIT,Transport
KZ67269719619,2024-12-18,AIR ASTANA TICKET,2024-12-18,-20377822.26,-79911.37,DEBIT,Transport
KZ67269719619,2024-12-18,YANDEX GO RIDE,2024-12-18,-18632797.73,-2256.38,DEBIT,Transport
KZ67269719619,2024-12-18,TELE2 KZ PAYMENT,2024-12-18,-20075498.23,-2270.21,DEBIT,Utilities
KZ67269719619,2024-12-19,WILDBERRIES KZ,2024-12-19,-17988468.72,-30788.3,DEBIT,Shopping
KZ67269719619,2024-12-19,SMALL SUPERMARKET,2024-12-19,-18486199.6,-4924.41,DEBIT,Shopping
KZ67269719619,2024-12-19,KASPI KREDIT PAYMENT,2024-12-19,-18776294.87,-57625.09,DEBIT,Loan & Finance
KZ67269719619,2024-12-19,INSURANCE PAYMENT,2024-12-19,-19332072.85,-15879.92,DEBIT,Loan & Finance
KZ67269719619,2024-12-19,INVIVO CLINIC,2024-12-19,-18315583.22,-9470.57,DEBIT,Healthcare
KZ67269719619,2024-12-19,FLY ARYSTAN,2024-12-19,-18906420.64,-71611.41,DEBIT,Transport
KZ67269719619,2024-12-20,NETFLIX SUBSCRIPTION,2024-12-20,-19531666.16,-5489.0,DEBIT,Entertainment
KZ67269719619,2024-12-20,ALMATY ENERGO ELECTRIC,2024-12-20,-19048462.43,-9176.51,DEBIT,Utilities
KZ67269719619,2024-12-20,CHAPLIN CINEMA,2024-12-20,-19537909.21,-4645.63,DEBIT,Entertainment
KZ67269719619,2024-12-21,TECHNODOM KZ,2024-12-21,-18183690.54,-79911.37,DEBIT,Shopping
KZ67269719619,2024-12-21,INSURANCE PAYMENT,2024-12-21,-18054119.11,-9712.95,DEBIT,Loan & Finance
KZ67269719619,2024-12-21,UNIVERSITY TUITION,2024-12-21,-19218970.86,-79911.37,DEBIT,Education
KZ67269719619,2024-12-21,WILDBERRIES KZ,2024-12-21,-19139059.49,-79911.37,DEBIT,Shopping
KZ67269719619,2024-12-21,KINOPARK TICKET,2024-12-21,-20381824.91,-4002.65,DEBIT,Entertainment
KZ67269719619,2024-12-22,ALMATY ENERGO ELECTRIC,2024-12-22,-18477461.01,-7731.93,DEBIT,Utilities
KZ67269719619,2024-12-22,SPOTIFY PREMIUM,2024-12-22,-19252587.68,-1639.0,DEBIT,Entertainment
KZ67269719619,2024-12-23,YOUTUBE PREMIUM,2024-12-23,-19630185.85,-1089.0,DEBIT,Entertainment
KZ67269719619,2024-12-23,TECHNODOM KZ,2024-12-23,-19498449.19,-79911.37,DEBIT,Shopping
KZ67269719619,2024-12-23,LOCAL CAFE,2024-12-23,-19257104.59,-2249.36,DEBIT,Food & Dining
KZ67269719619,2024-12-23,KCELL PAYMENT,2024-12-23,-17902687.07,-4304.81,DEBIT,Utilities
KZ67269719619,2024-12-23,HALYK FINANCE LOAN,2024-12-23,-18237296.6,-53606.05,DEBIT,Loan & Finance
KZ67269719619,2024-12-24,SMALL SUPERMARKET,2024-12-24,-19266364.89,-9260.3,DEBIT,Shopping
KZ67269719619,2024-12-24,LOCAL CAFE,2024-12-24,-19254855.24,-2267.56,DEBIT,Food & Dining
KZ67269719619,2024-12-24,WILDBERRIES KZ,2024-12-24,-18467648.65,-51558.02,DEBIT,Shopping
KZ67269719619,2024-12-24,STEAM GAMES,2024-12-24,-18508194.55,-21994.96,DEBIT,Entertainment
KZ84317981414,2024-01-01,WILDBERRIES KZ,2024-01-01,265387.43,-59334.38,DEBIT,Shopping
KZ84317981414,2024-01-01,APTEKA SAINT LUKE,2024-01-01,-349354.11,-2450.66,DEBIT,Healthcare
KZ84317981414,2024-01-02,COURSERA SUBSCRIPTION,2024-01-02,229265.1,-12750.0,DEBIT,Education
KZ84317981414,2024-01-02,MEDICALCENTER KZ,2024-01-02,-36710.21,-57907.87,DEBIT,Healthcare
KZ84317981414,2024-01-02,MAGNUM SUPERMARKET,2024-01-02,1037294.76,-11477.44,DEBIT,Shopping
KZ84317981414,2024-01-02,ВОДОКАНАЛ PAYMENT,2024-01-02,-49254.21,-3152.8,DEBIT,Utilities
KZ84317981414,2024-01-02,MCDONALDS ALMATY,2024-01-02,1413153.52,-2885.1,DEBIT,Food & Dining
KZ84317981414,2024-01-02,MCDONALDS ALMATY,2024-01-02,1035735.4,-1559.35,DEBIT,Food & Dining
KZ84317981414,2024-01-02,SULPAK ELECTRONICS,2024-01-02,482320.96,-55445.86,DEBIT,Shopping
KZ84317981414,2024-01-03,CHOCOFOOD ORDER,2024-01-03,1796472.76,-7235.77,DEBIT,Food & Dining
KZ84317981414,2024-01-03,ВОДОКАНАЛ PAYMENT,2024-01-03,879287.06,-2162.87,DEBIT,Utilities
KZ84317981414,2024-01-03,KAZAKHTELECOM INTERNET,2024-01-03,1198036.14,-4868.74,DEBIT,Utilities
KZ84317981414,2024-01-04,INVIVO CLINIC,2024-01-04,792025.25,-7873.41,DEBIT,Healthcare
KZ84317981414,2024-01-04,OLYMPIC PLUS CLINIC,2024-01-04,1804389.74,-13760.72,DEBIT,Healthcare
KZ84317981414,2024-01-04,KASPI SHOP PURCHASE,2024-01-04,1202904.88,-55257.5,DEBIT,Shopping
KZ84317981414,2024-01-04,YANDEX GO RIDE,2024-01-04,21197.66,-2476.34,DEBIT,Transport
KZ84317981414,2024-01-05,TECHNODOM KZ,2024-01-05,1258162.38,-44355.36,DEBIT,Shopping
KZ84317981414,2024-01-05,KFC ALMATY,2024-01-05,242015.1,-6316.75,DEBIT,Food & Dining
KZ84317981414,2024-01-05,KASPI SHOP PURCHASE,2024-01-05,169027.72,-15820.61,DEBIT,Shopping
KZ84317981414,2024-01-05,АЗС SINOOIL FUEL,2024-01-05,1744915.12,-6030.88,DEBIT,Transport
KZ84317981414,2024-01-05,METRO CASH AND CARRY,2024-01-05,-375725.43,-20159.34,DEBIT,Shopping
KZ84317981414,2024-01-05,YANDEX GO RIDE,2024-01-05,324721.81,-2988.72,DEBIT,Transport
KZ84317981414,2024-01-06,INSURANCE PAYMENT,2024-01-06,327710.52,-14485.4,DEBIT,Loan & Finance
KZ84317981414,2024-01-06,APTEKA SAINT LUKE,2024-01-06,251774.09,-2018.23,DEBIT,Healthcare
KZ84317981414,2024-01-06,SALARY HALYK BANK,2024-01-06,1818150.46,618150.46,CREDIT,Income
KZ84317981414,2024-01-06,KFC ALMATY,2024-01-06,881449.93,-3229.14,DEBIT,Food & Dining
KZ84317981414,2024-01-06,SKILLBOX KZ,2024-01-06,1416038.62,-29513.02,DEBIT,Education
KZ84317981414,2024-01-06,METRO CASH AND CARRY,2024-01-06,-313669.09,-35373.66,DEBIT,Shopping
KZ84317981414,2024-01-06,KFC ALMATY,2024-01-06,1380819.83,-3658.26,DEBIT,Food & Dining
KZ84317981414,2024-01-07,COURSERA SUBSCRIPTION,2024-01-07,704365.93,-12750.0,DEBIT,Education
KZ84317981414,2024-01-07,TECHNODOM KZ,2024-01-07,799898.66,-79388.4,DEBIT,Shopping
KZ84317981414,2024-01-07,HALYK FINANCE LOAN,2024-01-07,-152324.76,-103070.56,DEBIT,Loan & Finance
KZ84317981414,2024-01-07,CHOCOFOOD ORDER,2024-01-07,1406175.09,-6978.43,DEBIT,Food & Dining
KZ84317981414,2024-01-08,TELE2 KZ PAYMENT,2024-01-08,-355566.09,-1128.26,DEBIT,Utilities
KZ84317981414,2024-01-09,YANDEX GO RIDE,2024-01-09,1384478.08,-1090.67,DEBIT,Transport
KZ84317981414,2024-01-09,АЗС SINOOIL FUEL,2024-01-09,220405.36,-8859.73,DEBIT,Transport
KZ84317981414,2024-01-09,OLYMPIC PLUS CLINIC,2024-01-09,184848.33,-33582.12,DEBIT,Healthcare
KZ84317981414,2024-01-09,KASPI KREDIT PAYMENT,2024-01-09,1658849.25,-36073.38,DEBIT,Loan & Finance
KZ84317981414,2024-01-10,COURSERA SUBSCRIPTION,2024-01-10,1385568.75,-12750.0,DEBIT,Education
KZ84317981414,2024-01-11,FREEDOM FINANCE EMI,2024-01-11,23674.0,-13758.14,DEBIT,Loan & Finance
KZ84317981414,2024-01-11,KASPI KREDIT PAYMENT,2024-01-11,1048772.19,-20275.13,DEBIT,Loan & Finance
KZ84317981414,2024-01-11,KTZ RAILWAY TICKET,2024-01-11,717115.93,-14845.91,DEBIT,Transport
KZ84317981414,2024-01-12,UDEMY COURSE,2024-01-12,44198.68,-12709.91,DEBIT,Education
KZ84317981414,2024-01-12,INSURANCE PAYMENT,2024-01-12,1302517.74,-5551.43,DEBIT,Loan & Finance
KZ84317981414,2024-01-13,INDRIVE TRIP,2024-01-13,1803708.52,-681.22,DEBIT,Transport
KZ84317981414,2024-01-13,LOCAL CAFE,2024-01-13,1448914.93,-1683.87,DEBIT,Food & Dining
KZ84317981414,2024-01-14,SULPAK ELECTRONICS,2024-01-14,735478.19,-56547.06,DEBIT,Shopping
KZ84317981414,2024-01-14,TECHNODOM KZ,2024-01-14,1750946.0,-45526.76,DEBIT,Shopping
KZ84317981414,2024-01-15,ВОДОКАНАЛ PAYMENT,2024-01-15,1445551.64,-3363.29,DEBIT,Utilities
KZ84317981414,2024-01-16,WOLT DELIVERY,2024-01-16,1707397.78,-9660.33,DEBIT,Food & Dining
KZ84317981414,2024-01-16,MAGNUM SUPERMARKET,2024-01-16,162652.51,-6375.21,DEBIT,Shopping
KZ84317981414,2024-01-17,FLY ARYSTAN,2024-01-17,1332483.27,-48336.56,DEBIT,Transport
KZ84317981414,2024-01-17,WOLT DELIVERY,2024-01-17,346861.27,-9264.35,DEBIT,Food & Dining
KZ84317981414,2024-01-17,ЖКХ КОММУНАЛКА,2024-01-17,1069047.32,-26754.82,DEBIT,Utilities
KZ84317981414,2024-01-17,AIR ASTANA TICKET,2024-01-17,1517045.27,-56017.07,DEBIT,Transport
KZ84317981414,2024-01-17,YANDEX GO RIDE,2024-01-17,884679.07,-667.55,DEBIT,Transport
KZ84317981414,2024-01-18,METRO CASH AND CARRY,2024-01-18,-346903.44,-12500.98,DEBIT,Shopping
KZ84317981414,2024-01-18,MAGNUM SUPERMARKET,2024-01-18,-334402.46,-20733.38,DEBIT,Shopping
KZ84317981414,2024-01-19,MCDONALDS ALMATY,2024-01-19,731961.83,-3516.36,DEBIT,Food & Dining
KZ84317981414,2024-01-19,TECHNODOM KZ,2024-01-19,603358.56,-101007.37,DEBIT,Shopping
KZ84317981414,2024-01-21,WILDBERRIES KZ,2024-01-21,1450598.8,-66446.47,DEBIT,Shopping
KZ84317981414,2024-01-23,TELE2 KZ PAYMENT,2024-01-23,37432.13,-2764.57,DEBIT,Utilities
KZ84317981414,2024-01-24,BEELINE KZ RECHARGE,2024-01-24,-155527.89,-3203.13,DEBIT,Utilities
KZ84317981414,2024-01-24,KASPI SHOP PURCHASE,2024-01-24,-253928.51,-98400.62,DEBIT,Shopping
KZ84317981414,2024-01-24,UNIVERSITY TUITION,2024-01-24,363376.84,-118944.12,DEBIT,Education
KZ84317981414,2024-01-24,KAZAKHTELECOM INTERNET,2024-01-24,248331.85,-3442.25,DEBIT,Utilities
KZ84317981414,2024-01-24,APTEKA 36.6,2024-01-24,537766.82,-9245.02,DEBIT,Healthcare
KZ84317981414,2024-01-24,SMALL SUPERMARKET,2024-01-24,356125.62,-7251.22,DEBIT,Shopping
KZ84317981414,2024-01-24,TECHNODOM KZ,2024-01-24,1573062.34,-85786.91,DEBIT,Shopping
KZ84317981414,2024-01-25,MAGNUM SUPERMARKET,2024-01-25,1398318.75,-7856.34,DEBIT,Shopping
KZ84317981414,2024-01-25,ЖКХ КОММУНАЛКА,2024-01-25,1308069.17,-24414.1,DEBIT,Utilities
KZ84317981414,2024-01-25,UDEMY COURSE,2024-01-25,-46101.41,-9391.2,DEBIT,Education
KZ84317981414,2024-01-25,BURGER KING KZ,2024-01-25,218430.44,-1974.92,DEBIT,Food & Dining
KZ84317981414,2024-01-26,KASPI SHOP PURCHASE,2024-01-26,56908.58,-105743.92,DEBIT,Shopping
KZ84317981414,2024-01-26,MEDICALCENTER KZ,2024-01-26,547011.84,-56346.72,DEBIT,Healthcare
KZ84317981414,2024-01-26,MEDICALCENTER KZ,2024-01-26,1717058.11,-27857.02,DEBIT,Healthcare
KZ84317981414,2024-01-26,BURGER KING KZ,2024-01-26,1031614.12,-4121.28,DEBIT,Food & Dining
KZ84317981414,2024-01-26,BURGER KING KZ,2024-01-26,-354437.83,-5083.72,DEBIT,Food & Dining
KZ84317981414,2024-01-27,UDEMY COURSE,2024-01-27,253792.32,-11595.11,DEBIT,Education
KZ84317981414,2024-01-27,KFC ALMATY,2024-01-27,342195.92,-4665.35,DEBIT,Food & Dining
KZ84317981414,2024-01-27,KAZAKHTELECOM INTERNET,2024-01-27,40196.7,-4001.97,DEBIT,Utilities
KZ84317981414,2024-01-28,АЗС SINOOIL FUEL,2024-01-28,1694922.63,-6153.81,DEBIT,Transport
KZ84317981414,2024-01-28,AIR ASTANA TICKET,2024-01-28,885346.62,-146267.5,DEBIT,Transport
KZ84317981414,2024-01-29,UNUSUAL LARGE TRANSACTION,2024-01-29,-864062.94,-488337.51,DEBIT,Other
KZ84317981414,2024-01-29,KFC ALMATY,2024-01-29,1701076.45,-6321.33,DEBIT,Food & Dining
KZ84317981414,2024-01-29,HALYK FINANCE LOAN,2024-01-29,1095802.15,-102234.0,DEBIT,Loan & Finance
KZ84317981414,2024-01-29,MEDICALCENTER KZ,2024-01-29,-278295.42,-24366.91,DEBIT,Healthcare
KZ84317981414,2024-01-31,LOCAL CAFE,2024-01-31,-1097040.66,-1457.69,DEBIT,Food & Dining
KZ84317981414,2024-02-01,UNIVERSITY TUITION,2024-02-01,-1457070.08,-137540.77,DEBIT,Education
KZ84317981414,2024-02-01,SKILLBOX KZ,2024-02-01,-1207295.94,-28455.18,DEBIT,Education
KZ84317981414,2024-02-01,KCELL PAYMENT,2024-02-01,-1232287.2,-2734.68,DEBIT,Utilities
KZ84317981414,2024-02-01,FREEDOM FINANCE EMI,2024-02-01,-952775.97,-32826.21,DEBIT,Loan & Finance
KZ84317981414,2024-02-01,TECHNODOM KZ,2024-02-01,-1924848.71,-137540.77,DEBIT,Shopping
KZ84317981414,2024-02-02,SALARY HALYK BANK,2024-02-02,-290976.41,573086.53,CREDIT,Income
KZ84317981414,2024-02-02,ВОДОКАНАЛ PAYMENT,2024-02-02,-482908.99,-3724.93,DEBIT,Utilities
KZ84317981414,2024-02-02,UDEMY COURSE,2024-02-02,-1473314.24,-12288.12,DEBIT,Education
KZ84317981414,2024-02-03,MAGNUM SUPERMARKET,2024-02-03,-565809.69,-12665.5,DEBIT,Shopping
KZ84317981414,2024-02-03,KFC ALMATY,2024-02-03,-580451.11,-6626.06,DEBIT,Food & Dining
KZ84317981414,2024-02-03,ЖКХ КОММУНАЛКА,2024-02-03,-1290972.32,-25699.75,DEBIT,Utilities
KZ84317981414,2024-02-03,WILDBERRIES KZ,2024-02-03,-769486.83,-8487.99,DEBIT,Shopping
KZ84317981414,2024-02-04,FLY ARYSTAN,2024-02-04,-760998.84,-28484.48,DEBIT,Transport
KZ84317981414,2024-02-04,KAZAKHTELECOM INTERNET,2024-02-04,-1665973.97,-6227.94,DEBIT,Utilities
KZ84317981414,2024-02-04,BEELINE KZ RECHARGE,2024-02-04,-1314505.22,-2601.84,DEBIT,Utilities
KZ84317981414,2024-02-04,APTEKA SAINT LUKE,2024-02-04,-490830.67,-7921.68,DEBIT,Healthcare
KZ84317981414,2024-02-04,KASPI SHOP PURCHASE,2024-02-04,-1632239.89,-111633.63,DEBIT,Shopping
KZ84317981414,2024-02-05,TELE2 KZ PAYMENT,2024-02-05,-662688.24,-1031.76,DEBIT,Utilities
KZ84317981414,2024-02-05,YANDEX GO RIDE,2024-02-05,-1260411.43,-1597.45,DEBIT,Transport
KZ84317981414,2024-02-05,KTZ RAILWAY TICKET,2024-02-05,-588673.29,-8222.17,DEBIT,Transport
KZ84317981414,2024-02-05,SKILLBOX KZ,2024-02-05,-1173812.98,-21575.46,DEBIT,Education
KZ84317981414,2024-02-05,TELE2 KZ PAYMENT,2024-02-05,-325129.42,-1279.58,DEBIT,Utilities
KZ84317981414,2024-02-06,INVIVO CLINIC,2024-02-06,-660457.49,-14796.96,DEBIT,Healthcare
KZ84317981414,2024-02-06,MCDONALDS ALMATY,2024-02-06,-1211117.25,-3821.31,DEBIT,Food & Dining
KZ84317981414,2024-02-06,WILDBERRIES KZ,2024-02-06,-467871.26,-54002.67,DEBIT,Shopping
KZ84317981414,2024-02-06,HALYK FINANCE LOAN,2024-02-06,-1722349.44,-56375.47,DEBIT,Loan & Finance
KZ84317981414,2024-02-07,FREEDOM FINANCE EMI,2024-02-07,-1092702.99,-50565.1,DEBIT,Loan & Finance
KZ84317981414,2024-02-07,ALMATY ENERGO ELECTRIC,2024-02-07,-964297.13,-11521.17,DEBIT,Utilities
KZ84317981414,2024-02-08,FREEDOM FINANCE EMI,2024-02-08,-1659746.03,-24541.84,DEBIT,Loan & Finance
KZ84317981414,2024-02-09,APTEKA SAINT LUKE,2024-02-09,-1265272.56,-4861.13,DEBIT,Healthcare
KZ84317981414,2024-02-09,APTEKA 36.6,2024-02-09,-573825.05,-8015.36,DEBIT,Healthcare
KZ84317981414,2024-02-10,WILDBERRIES KZ,2024-02-10,-645660.53,-56987.24,DEBIT,Shopping
KZ84317981414,2024-02-10,HALYK FINANCE LOAN,2024-02-10,-2182145.56,-95551.89,DEBIT,Loan & Finance
KZ84317981414,2024-02-10,INVIVO CLINIC,2024-02-10,-1787307.94,-18591.47,DEBIT,Healthcare
KZ84317981414,2024-02-11,UDEMY COURSE,2024-02-11,-1768716.47,-11626.41,DEBIT,Education
KZ84317981414,2024-02-11,BURGER KING KZ,2024-02-11,-773874.45,-4387.62,DEBIT,Food & Dining
KZ84317981414,2024-02-11,INDRIVE TRIP,2024-02-11,-411455.48,-1630.68,DEBIT,Transport
KZ84317981414,2024-02-11,WILDBERRIES KZ,2024-02-11,-1504199.0,-25417.9,DEBIT,Shopping
KZ84317981414,2024-02-11,KCELL PAYMENT,2024-02-11,-323849.84,-2226.46,DEBIT,Utilities
KZ84317981414,2024-02-11,GLOVO*ORDER,2024-02-11,-1510681.73,-6482.73,DEBIT,Food & Dining
KZ84317981414,2024-02-11,BURGER KING KZ,2024-02-11,-1178840.76,-5027.77,DEBIT,Food & Dining
KZ84317981414,2024-02-11,SULPAK ELECTRONICS,2024-02-11,-917870.2,-137540.77,DEBIT,Shopping
KZ84317981414,2024-02-12,ЖКХ КОММУНАЛКА,2024-02-12,-2086593.67,-24204.2,DEBIT,Utilities
KZ84317981414,2024-02-12,ЖКХ КОММУНАЛКА,2024-02-12,-321623.39,-30646.98,DEBIT,Utilities
KZ84317981414,2024-02-13,ЖКХ КОММУНАЛКА,2024-02-13,-1750509.31,-16868.55,DEBIT,Utilities
KZ84317981414,2024-02-13,METRO CASH AND CARRY,2024-02-13,-1229552.52,-16631.34,DEBIT,Shopping
KZ84317981414,2024-02-13,BURGER KING KZ,2024-02-13,-1212921.18,-1803.93,DEBIT,Food & Dining
KZ84317981414,2024-02-13,WILDBERRIES KZ,2024-02-13,-1635204.19,-2964.31,DEBIT,Shopping
KZ84317981414,2024-02-13,BEELINE KZ RECHARGE,2024-02-13,-1099858.46,-2817.8,DEBIT,Utilities
KZ84317981414,2024-02-14,MCDONALDS ALMATY,2024-02-14,-1733640.76,-2738.1,DEBIT,Food & Dining
KZ84317981414,2024-02-14,SMALL SUPERMARKET,2024-02-14,-2184172.66,-2027.1,DEBIT,Shopping
KZ84317981414,2024-02-14,MAGNUM SUPERMARKET,2024-02-14,-1311903.38,-20931.06,DEBIT,Shopping
KZ84317981414,2024-02-15,SMALL SUPERMARKET,2024-02-15,-1121858.95,-9139.97,DEBIT,Shopping
KZ84317981414,2024-02-15,SMALL SUPERMARKET,2024-02-15,-1520606.25,-9924.52,DEBIT,Shopping
KZ84317981414,2024-02-16,YANDEX GO RIDE,2024-02-16,-661656.49,-1199.0,DEBIT,Transport
KZ84317981414,2024-02-16,ВОДОКАНАЛ PAYMENT,2024-02-16,-1461026.12,-3956.05,DEBIT,Utilities
KZ84317981414,2024-02-16,MEDICALCENTER KZ,2024-02-16,-1152237.53,-8798.03,DEBIT,Healthcare
KZ84317981414,2024-02-17,KAZAKHTELECOM INTERNET,2024-02-17,-1478781.11,-5466.87,DEBIT,Utilities
KZ84317981414,2024-02-18,KASPI SHOP PURCHASE,2024-02-18,-364381.04,-39251.62,DEBIT,Shopping
KZ84317981414,2024-02-19,BEELINE KZ RECHARGE,2024-02-19,-389865.97,-1646.17,DEBIT,Utilities
KZ84317981414,2024-02-19,CHOCOFOOD ORDER,2024-02-19,-1729456.73,-7107.29,DEBIT,Food & Dining
KZ84317981414,2024-02-20,INDRIVE TRIP,2024-02-20,-413868.59,-2413.11,DEBIT,Transport
KZ84317981414,2024-02-20,MAGNUM SUPERMARKET,2024-02-20,-409824.8,-19958.83,DEBIT,Shopping
KZ84317981414,2024-02-20,ALMATY ENERGO ELECTRIC,2024-02-20,-732514.35,-12330.16,DEBIT,Utilities
KZ84317981414,2024-02-20,HALYK FINANCE LOAN,2024-02-20,-720184.19,-57495.95,DEBIT,Loan & Finance
KZ84317981414,2024-02-20,INSURANCE PAYMENT,2024-02-20,-1243064.58,-10777.38,DEBIT,Loan & Finance
KZ84317981414,2024-02-21,INSURANCE PAYMENT,2024-02-21,-1112718.97,-12860.51,DEBIT,Loan & Finance
KZ84317981414,2024-02-21,KCELL PAYMENT,2024-02-21,-919949.76,-2079.56,DEBIT,Utilities
KZ84317981414,2024-02-21,LOCAL CAFE,2024-02-21,-774687.38,-812.93,DEBIT,Food & Dining
KZ84317981414,2024-02-22,MEDICALCENTER KZ,2024-02-22,-1143439.5,-21580.55,DEBIT,Healthcare
KZ84317981414,2024-02-22,UDEMY COURSE,2024-02-22,-371694.06,-7313.02,DEBIT,Education
KZ84317981414,2024-02-23,UNIVERSITY TUITION,2024-02-23,-2062389.47,-137540.77,DEBIT,Education
KZ84317981414,2024-02-23,APTEKA SAINT LUKE,2024-02-23,-376814.76,-5120.69,DEBIT,Healthcare
KZ84317981414,2024-02-23,APTEKA SAINT LUKE,2024-02-23,-1095582.97,-2879.98,DEBIT,Healthcare
KZ84317981414,2024-02-23,INDRIVE TRIP,2024-02-23,-1730902.66,-1445.93,DEBIT,Transport
KZ84317981414,2024-02-24,MEDICALCENTER KZ,2024-02-24,-553144.19,-62313.52,DEBIT,Healthcare
KZ84317981414,2024-02-25,BEELINE KZ RECHARGE,2024-02-25,-388219.8,-1670.26,DEBIT,Utilities
KZ84317981414,2024-02-25,SMALL SUPERMARKET,2024-02-25,-386549.54,-9734.79,DEBIT,Shopping
KZ84317981414,2024-02-26,COURSERA SUBSCRIPTION,2024-02-26,-977047.13,-12750.0,DEBIT,Education
KZ84317981414,2024-02-26,SMALL SUPERMARKET,2024-02-26,-479184.06,-11312.79,DEBIT,Shopping
KZ84317981414,2024-02-26,FLY ARYSTAN,2024-02-26,-1042137.89,-65090.75,DEBIT,Transport
KZ84317981414,2024-02-26,WOLT DELIVERY,2024-02-26,-1319529.31,-5024.08,DEBIT,Food & Dining
KZ84317981414,2024-02-27,MAGNUM SUPERMARKET,2024-02-27,-1258813.98,-15749.4,DEBIT,Shopping
KZ84317981414,2024-02-27,UDEMY COURSE,2024-02-27,-1757090.05,-6580.74,DEBIT,Education
KZ84317981414,2024-02-28,WOLT DELIVERY,2024-02-28,-780329.43,-5642.06,DEBIT,Food & Dining
KZ84317981414,2024-03-01,FREEDOM FINANCE EMI,2024-03-01,-2421273.73,-50857.89,DEBIT,Loan & Finance
KZ84317981414,2024-03-01,UDEMY COURSE,2024-03-01,-3008980.4,-5823.46,DEBIT,Education
KZ84317981414,2024-03-01,BURGER KING KZ,2024-03-01,-1672609.97,-4893.67,DEBIT,Food & Dining
KZ84317981414,2024-03-01,INDRIVE TRIP,2024-03-01,-4094023.13,-810.1,DEBIT,Transport
KZ84317981414,2024-03-02,KAZAKHTELECOM INTERNET,2024-03-02,-4032264.78,-7012.35,DEBIT,Utilities
KZ84317981414,2024-03-02,SALARY HALYK BANK,2024-03-02,-1598483.97,585688.7,CREDIT,Income
KZ84317981414,2024-03-03,BURGER KING KZ,2024-03-03,-3264509.03,-3403.03,DEBIT,Food & Dining
KZ84317981414,2024-03-03,FLY ARYSTAN,2024-03-03,-4206023.97,-72699.82,DEBIT,Transport
KZ84317981414,2024-03-03,KASPI SHOP PURCHASE,2024-03-03,-3003156.94,-15040.63,DEBIT,Shopping
KZ84317981414,2024-03-04,FREEDOM FINANCE EMI,2024-03-04,-4076555.77,-44290.99,DEBIT,Loan & Finance
KZ84317981414,2024-03-04,UDEMY COURSE,2024-03-04,-2927320.7,-14312.93,DEBIT,Education
